text,label
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates bilateral pulmonary infiltrates impression radiological appearance supports diagnosis community acquired pneumonia,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name neha patel age sex year old male final diagnosis diabetic ketoacidosis condition discharge patient discharged advice regular follow medications discharge insulin normal saline potassium chloride history present illness patient reported progressive symptoms indicative diabetic ketoacidosis clinical examination relevant investigations confirmed diagnosis vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization insulin infusion protocol initiated intravenous fluids administered electrolytes closely monitored blood glucose levels gradually normalized,discharge
examination ct brain findings study demonstrates acute ischemic infarct impression features likely represent ischemic stroke,radiology
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression features likely represent diabetic ketoacidosis,radiology
examination chest x ray findings study demonstrates right lower lobe consolidation impression findings suggestive community acquired pneumonia,radiology
patient name amit reddy age sex year old female final diagnosis congestive heart failure medications discharge furosemide enalapril spironolactone history present illness patient brought emergency department due features congestive heart failure findings evaluation consistent diagnosis condition discharge time discharge patient hemodynamically stable hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management vital signs admission bp mmhg hr bpm temp f spo,discharge
patient name neha singh age sex year old male final diagnosis diabetic ketoacidosis hospital course hospitalization insulin infusion protocol initiated intravenous fluids administered electrolytes closely monitored blood glucose levels gradually normalized vital signs admission bp mmhg hr bpm temp f spo medications discharge insulin normal saline potassium chloride condition discharge time discharge patient hemodynamically stable history present illness patient brought emergency department due features diabetic ketoacidosis clinical examination relevant investigations confirmed diagnosis,discharge
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression findings suggestive diabetic ketoacidosis,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates mild cardiomegaly impression imaging features keeping congestive heart failure,radiology
examination chest x ray findings study demonstrates bilateral pulmonary infiltrates impression imaging features keeping community acquired pneumonia,radiology
patient name priya verma age sex year old female final diagnosis community acquired pneumonia vital signs admission bp mmhg hr bpm temp f spo medications discharge azithromycin ceftriaxone paracetamol hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement history present illness patient presented hospital symptoms consistent community acquired pneumonia findings evaluation consistent diagnosis condition discharge time discharge patient hemodynamically stable,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates mild cardiomegaly impression features likely represent congestive heart failure,radiology
patient name neha sharma age sex year old female final diagnosis congestive heart failure vital signs admission bp mmhg hr bpm temp f spo history present illness patient reported progressive symptoms indicative congestive heart failure findings evaluation consistent diagnosis medications discharge furosemide enalapril spironolactone condition discharge time discharge patient hemodynamically stable hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management,discharge
examination chest x ray findings study demonstrates bilateral pulmonary infiltrates impression features likely represent community acquired pneumonia,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ct brain findings study demonstrates acute ischemic infarct impression findings suggestive ischemic stroke,radiology
examination chest x ray findings study demonstrates mild cardiomegaly impression features likely represent congestive heart failure,radiology
examination chest x ray findings study demonstrates right lower lobe consolidation impression features likely represent community acquired pneumonia,radiology
patient name arjun sharma age sex year old female final diagnosis ischemic stroke history present illness patient admitted complaints suggestive ischemic stroke findings evaluation consistent diagnosis vital signs admission bp mmhg hr bpm temp f spo medications discharge aspirin clopidogrel atorvastatin condition discharge patient improved clinically discharged stable condition hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated,discharge
patient name kiran verma age sex year old female final diagnosis community acquired pneumonia condition discharge time discharge patient hemodynamically stable medications discharge azithromycin ceftriaxone paracetamol vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement history present illness patient reported progressive symptoms indicative community acquired pneumonia appropriate diagnostic workup established diagnosis,discharge
examination chest x ray findings study demonstrates right lower lobe consolidation impression findings suggestive community acquired pneumonia,radiology
examination ct brain findings study demonstrates acute ischemic infarct impression imaging features keeping ischemic stroke,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name kiran gupta age sex year old male final diagnosis congestive heart failure medications discharge furosemide enalapril spironolactone history present illness patient admitted complaints suggestive congestive heart failure clinical examination relevant investigations confirmed diagnosis vital signs admission bp mmhg hr bpm temp f spo condition discharge patient improved clinically discharged stable condition hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name amit sharma age sex year old male final diagnosis ischemic stroke condition discharge patient improved clinically discharged stable condition medications discharge aspirin clopidogrel atorvastatin hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated vital signs admission bp mmhg hr bpm temp f spo history present illness patient admitted complaints suggestive ischemic stroke clinical examination relevant investigations confirmed diagnosis,discharge
patient name neha sharma age sex year old female final diagnosis diabetic ketoacidosis hospital course hospitalization insulin infusion protocol initiated intravenous fluids administered electrolytes closely monitored blood glucose levels gradually normalized history present illness patient presented hospital symptoms consistent diabetic ketoacidosis findings evaluation consistent diagnosis condition discharge patient discharged advice regular follow medications discharge insulin normal saline potassium chloride vital signs admission bp mmhg hr bpm temp f spo,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates mild cardiomegaly impression imaging features keeping congestive heart failure,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates small pleural effusion impression findings suggestive community acquired pneumonia,radiology
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression imaging features keeping diabetic ketoacidosis,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates right lower lobe consolidation impression radiological appearance supports diagnosis community acquired pneumonia,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name rahul verma age sex year old female final diagnosis congestive heart failure history present illness patient presented hospital symptoms consistent congestive heart failure clinical examination relevant investigations confirmed diagnosis vital signs admission bp mmhg hr bpm temp f spo condition discharge time discharge patient hemodynamically stable hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management medications discharge furosemide enalapril spironolactone,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ct brain findings study demonstrates acute ischemic infarct impression features likely represent ischemic stroke,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression findings suggestive diabetic ketoacidosis,radiology
patient name priya verma age sex year old female final diagnosis ischemic stroke condition discharge patient discharged advice regular follow hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated medications discharge aspirin clopidogrel atorvastatin history present illness patient brought emergency department due features ischemic stroke findings evaluation consistent diagnosis vital signs admission bp mmhg hr bpm temp f spo,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name amit gupta age sex year old female final diagnosis diabetic ketoacidosis vital signs admission bp mmhg hr bpm temp f spo history present illness patient brought emergency department due features diabetic ketoacidosis clinical examination relevant investigations confirmed diagnosis condition discharge time discharge patient hemodynamically stable hospital course hospitalization insulin infusion protocol initiated intravenous fluids administered electrolytes closely monitored blood glucose levels gradually normalized medications discharge insulin normal saline potassium chloride,discharge
examination chest x ray findings study demonstrates mild cardiomegaly impression features likely represent congestive heart failure,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name amit sharma age sex year old female final diagnosis community acquired pneumonia hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement vital signs admission bp mmhg hr bpm temp f spo history present illness patient reported progressive symptoms indicative community acquired pneumonia clinical examination relevant investigations confirmed diagnosis medications discharge azithromycin ceftriaxone paracetamol condition discharge patient improved clinically discharged stable condition,discharge
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression features likely represent diabetic ketoacidosis,radiology
patient name rahul reddy age sex year old female final diagnosis community acquired pneumonia condition discharge patient improved clinically discharged stable condition medications discharge azithromycin ceftriaxone paracetamol hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement history present illness patient brought emergency department due features community acquired pneumonia clinical examination relevant investigations confirmed diagnosis vital signs admission bp mmhg hr bpm temp f spo,discharge
patient name arjun iyer age sex year old female final diagnosis community acquired pneumonia vital signs admission bp mmhg hr bpm temp f spo medications discharge azithromycin ceftriaxone paracetamol hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement history present illness patient brought emergency department due features community acquired pneumonia findings evaluation consistent diagnosis condition discharge patient discharged advice regular follow,discharge
examination chest x ray findings study demonstrates small pleural effusion impression radiological appearance supports diagnosis community acquired pneumonia,radiology
patient name rohit patel age sex year old male final diagnosis congestive heart failure history present illness patient brought emergency department due features congestive heart failure appropriate diagnostic workup established diagnosis vital signs admission bp mmhg hr bpm temp f spo medications discharge furosemide enalapril spironolactone condition discharge patient improved clinically discharged stable condition hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management,discharge
patient name sneha gupta age sex year old female final diagnosis congestive heart failure condition discharge time discharge patient hemodynamically stable medications discharge furosemide enalapril spironolactone vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management history present illness patient presented hospital symptoms consistent congestive heart failure appropriate diagnostic workup established diagnosis,discharge
examination ct brain findings study demonstrates acute ischemic infarct impression features likely represent ischemic stroke,radiology
patient name rohit verma age sex year old female final diagnosis diabetic ketoacidosis medications discharge insulin normal saline potassium chloride hospital course hospitalization insulin infusion protocol initiated intravenous fluids administered electrolytes closely monitored blood glucose levels gradually normalized condition discharge patient discharged advice regular follow history present illness patient brought emergency department due features diabetic ketoacidosis findings evaluation consistent diagnosis vital signs admission bp mmhg hr bpm temp f spo,discharge
examination ct brain findings study demonstrates acute ischemic infarct impression findings suggestive ischemic stroke,radiology
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression radiological appearance supports diagnosis diabetic ketoacidosis,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name priya gupta age sex year old female final diagnosis ischemic stroke condition discharge patient improved clinically discharged stable condition vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated medications discharge aspirin clopidogrel atorvastatin history present illness patient reported progressive symptoms indicative ischemic stroke findings evaluation consistent diagnosis,discharge
patient name kiran iyer age sex year old male final diagnosis community acquired pneumonia history present illness patient brought emergency department due features community acquired pneumonia appropriate diagnostic workup established diagnosis medications discharge azithromycin ceftriaxone paracetamol hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement condition discharge patient improved clinically discharged stable condition vital signs admission bp mmhg hr bpm temp f spo,discharge
examination chest x ray findings study demonstrates mild cardiomegaly impression findings suggestive congestive heart failure,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates right lower lobe consolidation impression findings suggestive community acquired pneumonia,radiology
patient name rohit verma age sex year old female final diagnosis community acquired pneumonia medications discharge azithromycin ceftriaxone paracetamol vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement history present illness patient reported progressive symptoms indicative community acquired pneumonia appropriate diagnostic workup established diagnosis condition discharge patient improved clinically discharged stable condition,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name priya iyer age sex year old male final diagnosis ischemic stroke hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated vital signs admission bp mmhg hr bpm temp f spo condition discharge patient improved clinically discharged stable condition medications discharge aspirin clopidogrel atorvastatin history present illness patient reported progressive symptoms indicative ischemic stroke clinical examination relevant investigations confirmed diagnosis,discharge
patient name kiran mehta age sex year old female final diagnosis community acquired pneumonia condition discharge patient improved clinically discharged stable condition medications discharge azithromycin ceftriaxone paracetamol history present illness patient presented hospital symptoms consistent community acquired pneumonia findings evaluation consistent diagnosis vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression imaging features keeping diabetic ketoacidosis,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ct brain findings study demonstrates acute ischemic infarct impression imaging features keeping ischemic stroke,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name neha sharma age sex year old male final diagnosis diabetic ketoacidosis vital signs admission bp mmhg hr bpm temp f spo history present illness patient presented hospital symptoms consistent diabetic ketoacidosis appropriate diagnostic workup established diagnosis condition discharge time discharge patient hemodynamically stable hospital course hospitalization insulin infusion protocol initiated intravenous fluids administered electrolytes closely monitored blood glucose levels gradually normalized medications discharge insulin normal saline potassium chloride,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates mild cardiomegaly impression imaging features keeping congestive heart failure,radiology
patient name priya gupta age sex year old female final diagnosis community acquired pneumonia medications discharge azithromycin ceftriaxone paracetamol condition discharge time discharge patient hemodynamically stable hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement history present illness patient admitted complaints suggestive community acquired pneumonia clinical examination relevant investigations confirmed diagnosis vital signs admission bp mmhg hr bpm temp f spo,discharge
patient name arjun singh age sex year old male final diagnosis congestive heart failure medications discharge furosemide enalapril spironolactone history present illness patient presented hospital symptoms consistent congestive heart failure appropriate diagnostic workup established diagnosis hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management condition discharge patient improved clinically discharged stable condition vital signs admission bp mmhg hr bpm temp f spo,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates small pleural effusion impression imaging features keeping community acquired pneumonia,radiology
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression findings suggestive diabetic ketoacidosis,radiology
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression findings suggestive diabetic ketoacidosis,radiology
patient name neha singh age sex year old male final diagnosis ischemic stroke vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated medications discharge aspirin clopidogrel atorvastatin condition discharge patient improved clinically discharged stable condition history present illness patient admitted complaints suggestive ischemic stroke findings evaluation consistent diagnosis,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name rahul mehta age sex year old male final diagnosis ischemic stroke condition discharge time discharge patient hemodynamically stable medications discharge aspirin clopidogrel atorvastatin history present illness patient presented hospital symptoms consistent ischemic stroke findings evaluation consistent diagnosis hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated vital signs admission bp mmhg hr bpm temp f spo,discharge
patient name kiran verma age sex year old male final diagnosis congestive heart failure condition discharge patient discharged advice regular follow history present illness patient admitted complaints suggestive congestive heart failure findings evaluation consistent diagnosis hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management vital signs admission bp mmhg hr bpm temp f spo medications discharge furosemide enalapril spironolactone,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name arjun patel age sex year old female final diagnosis diabetic ketoacidosis condition discharge patient discharged advice regular follow hospital course hospitalization insulin infusion protocol initiated intravenous fluids administered electrolytes closely monitored blood glucose levels gradually normalized medications discharge insulin normal saline potassium chloride vital signs admission bp mmhg hr bpm temp f spo history present illness patient presented hospital symptoms consistent diabetic ketoacidosis findings evaluation consistent diagnosis,discharge
patient name rahul gupta age sex year old female final diagnosis ischemic stroke hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated medications discharge aspirin clopidogrel atorvastatin condition discharge time discharge patient hemodynamically stable history present illness patient reported progressive symptoms indicative ischemic stroke clinical examination relevant investigations confirmed diagnosis vital signs admission bp mmhg hr bpm temp f spo,discharge
examination chest x ray findings study demonstrates mild cardiomegaly impression features likely represent congestive heart failure,radiology
patient name arjun mehta age sex year old female final diagnosis ischemic stroke condition discharge patient improved clinically discharged stable condition history present illness patient admitted complaints suggestive ischemic stroke clinical examination relevant investigations confirmed diagnosis medications discharge aspirin clopidogrel atorvastatin vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name amit verma age sex year old male final diagnosis congestive heart failure vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management condition discharge patient discharged advice regular follow history present illness patient brought emergency department due features congestive heart failure clinical examination relevant investigations confirmed diagnosis medications discharge furosemide enalapril spironolactone,discharge
patient name arjun singh age sex year old female final diagnosis diabetic ketoacidosis condition discharge patient discharged advice regular follow hospital course hospitalization insulin infusion protocol initiated intravenous fluids administered electrolytes closely monitored blood glucose levels gradually normalized vital signs admission bp mmhg hr bpm temp f spo history present illness patient admitted complaints suggestive diabetic ketoacidosis findings evaluation consistent diagnosis medications discharge insulin normal saline potassium chloride,discharge
examination ct brain findings study demonstrates acute ischemic infarct impression findings suggestive ischemic stroke,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression imaging features keeping diabetic ketoacidosis,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates mild cardiomegaly impression imaging features keeping congestive heart failure,radiology
patient name amit gupta age sex year old male final diagnosis congestive heart failure condition discharge patient discharged advice regular follow history present illness patient admitted complaints suggestive congestive heart failure clinical examination relevant investigations confirmed diagnosis hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management medications discharge furosemide enalapril spironolactone vital signs admission bp mmhg hr bpm temp f spo,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name sneha patel age sex year old male final diagnosis community acquired pneumonia vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement history present illness patient admitted complaints suggestive community acquired pneumonia clinical examination relevant investigations confirmed diagnosis condition discharge patient improved clinically discharged stable condition medications discharge azithromycin ceftriaxone paracetamol,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name rohit sharma age sex year old male final diagnosis congestive heart failure medications discharge furosemide enalapril spironolactone vital signs admission bp mmhg hr bpm temp f spo history present illness patient brought emergency department due features congestive heart failure clinical examination relevant investigations confirmed diagnosis hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management condition discharge patient improved clinically discharged stable condition,discharge
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression findings suggestive diabetic ketoacidosis,radiology
examination chest x ray findings study demonstrates small pleural effusion impression features likely represent community acquired pneumonia,radiology
patient name sneha sharma age sex year old female final diagnosis community acquired pneumonia medications discharge azithromycin ceftriaxone paracetamol hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement vital signs admission bp mmhg hr bpm temp f spo condition discharge patient improved clinically discharged stable condition history present illness patient admitted complaints suggestive community acquired pneumonia appropriate diagnostic workup established diagnosis,discharge
patient name sneha mehta age sex year old male final diagnosis ischemic stroke medications discharge aspirin clopidogrel atorvastatin hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated condition discharge patient improved clinically discharged stable condition vital signs admission bp mmhg hr bpm temp f spo history present illness patient reported progressive symptoms indicative ischemic stroke findings evaluation consistent diagnosis,discharge
patient name neha reddy age sex year old female final diagnosis congestive heart failure medications discharge furosemide enalapril spironolactone history present illness patient admitted complaints suggestive congestive heart failure appropriate diagnostic workup established diagnosis hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management vital signs admission bp mmhg hr bpm temp f spo condition discharge patient discharged advice regular follow,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ct brain findings study demonstrates acute ischemic infarct impression features likely represent ischemic stroke,radiology
patient name rahul verma age sex year old female final diagnosis ischemic stroke condition discharge patient improved clinically discharged stable condition vital signs admission bp mmhg hr bpm temp f spo history present illness patient presented hospital symptoms consistent ischemic stroke findings evaluation consistent diagnosis hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated medications discharge aspirin clopidogrel atorvastatin,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name priya reddy age sex year old male final diagnosis ischemic stroke condition discharge patient improved clinically discharged stable condition medications discharge aspirin clopidogrel atorvastatin hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated vital signs admission bp mmhg hr bpm temp f spo history present illness patient reported progressive symptoms indicative ischemic stroke appropriate diagnostic workup established diagnosis,discharge
examination chest x ray findings study demonstrates right lower lobe consolidation impression findings suggestive community acquired pneumonia,radiology
patient name arjun singh age sex year old male final diagnosis ischemic stroke history present illness patient brought emergency department due features ischemic stroke clinical examination relevant investigations confirmed diagnosis medications discharge aspirin clopidogrel atorvastatin vital signs admission bp mmhg hr bpm temp f spo condition discharge patient discharged advice regular follow hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name kiran reddy age sex year old female final diagnosis ischemic stroke history present illness patient brought emergency department due features ischemic stroke appropriate diagnostic workup established diagnosis medications discharge aspirin clopidogrel atorvastatin hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated vital signs admission bp mmhg hr bpm temp f spo condition discharge time discharge patient hemodynamically stable,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression imaging features keeping diabetic ketoacidosis,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression features likely represent diabetic ketoacidosis,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ct brain findings study demonstrates acute ischemic infarct impression features likely represent ischemic stroke,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression features likely represent diabetic ketoacidosis,radiology
examination chest x ray findings study demonstrates mild cardiomegaly impression radiological appearance supports diagnosis congestive heart failure,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates small pleural effusion impression imaging features keeping community acquired pneumonia,radiology
patient name sneha verma age sex year old male final diagnosis congestive heart failure condition discharge patient improved clinically discharged stable condition vital signs admission bp mmhg hr bpm temp f spo history present illness patient presented hospital symptoms consistent congestive heart failure clinical examination relevant investigations confirmed diagnosis hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management medications discharge furosemide enalapril spironolactone,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates mild cardiomegaly impression findings suggestive congestive heart failure,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates bilateral pulmonary infiltrates impression features likely represent community acquired pneumonia,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name kiran reddy age sex year old female final diagnosis congestive heart failure medications discharge furosemide enalapril spironolactone vital signs admission bp mmhg hr bpm temp f spo condition discharge patient improved clinically discharged stable condition hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management history present illness patient brought emergency department due features congestive heart failure clinical examination relevant investigations confirmed diagnosis,discharge
patient name sneha gupta age sex year old male final diagnosis congestive heart failure medications discharge furosemide enalapril spironolactone condition discharge patient improved clinically discharged stable condition hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management vital signs admission bp mmhg hr bpm temp f spo history present illness patient admitted complaints suggestive congestive heart failure appropriate diagnostic workup established diagnosis,discharge
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression features likely represent diabetic ketoacidosis,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
patient name arjun reddy age sex year old male final diagnosis ischemic stroke condition discharge patient discharged advice regular follow vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated history present illness patient reported progressive symptoms indicative ischemic stroke appropriate diagnostic workup established diagnosis medications discharge aspirin clopidogrel atorvastatin,discharge
examination chest x ray findings study demonstrates small pleural effusion impression findings suggestive community acquired pneumonia,radiology
examination ct brain findings study demonstrates acute ischemic infarct impression radiological appearance supports diagnosis ischemic stroke,radiology
patient name rahul gupta age sex year old male final diagnosis community acquired pneumonia hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement medications discharge azithromycin ceftriaxone paracetamol vital signs admission bp mmhg hr bpm temp f spo history present illness patient brought emergency department due features community acquired pneumonia appropriate diagnostic workup established diagnosis condition discharge time discharge patient hemodynamically stable,discharge
